timestamp,__name__,endpoint,err,instance,job,namespace,pod,prometheus,service,value
2024-07-15 17:00:18.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,6.0
2024-07-15 17:00:23.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,6.0
2024-07-15 17:00:28.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,12.0
2024-07-15 17:00:33.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,12.0
2024-07-15 17:00:38.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,17.0
2024-07-15 17:00:43.269000053,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,17.0
2024-07-15 17:00:48.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,28.0
2024-07-15 17:00:53.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,28.0
2024-07-15 17:00:58.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,36.0
2024-07-15 17:01:03.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,36.0
2024-07-15 17:01:08.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,41.0
2024-07-15 17:01:13.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,41.0
2024-07-15 17:01:18.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,48.0
2024-07-15 17:01:23.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,48.0
2024-07-15 17:01:28.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,60.0
2024-07-15 17:01:33.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,60.0
2024-07-15 17:01:38.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,65.0
2024-07-15 17:01:43.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,65.0
2024-07-15 17:01:48.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,70.0
2024-07-15 17:01:53.269999981,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,70.0
2024-07-15 17:01:58.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,77.0
2024-07-15 17:02:03.259000063,tgi_request_failure,http,cancelled,10.128.4.41:3000,tgis-bam,fmaas-monitoring,llama3-priority,openshift-user-workload-monitoring/user-workload,tgis-bam,77.0
