timestamp,__name__,endpoint,instance,job,namespace,pod,prometheus,service,user,value
2024-06-11 09:10:00.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,839824.2220586339
2024-06-11 09:10:05.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,839824.2220586339
2024-06-11 09:10:10.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,839837.922765967
2024-06-11 09:10:15.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,839875.008949111
2024-06-11 09:10:20.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,839875.008949111
2024-06-11 09:10:25.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840036.3414098159
2024-06-11 09:10:30.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840037.9684163079
2024-06-11 09:10:35.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840037.9684163079
2024-06-11 09:10:40.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840052.4363615849
2024-06-11 09:10:45.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840052.4363615849
2024-06-11 09:10:50.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840063.4491377069
2024-06-11 09:10:55.078999996,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840063.4491377069
2024-06-11 09:11:00.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840068.8070440058
2024-06-11 09:11:05.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840068.8070440058
2024-06-11 09:11:10.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840068.8070440058
2024-06-11 09:11:15.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840104.2291928318
2024-06-11 09:11:20.073999882,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840104.2291928318
2024-06-11 09:11:25.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840141.6971654608
2024-06-11 09:11:30.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840185.9896294657
2024-06-11 09:11:35.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840209.7416517508
2024-06-11 09:11:40.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840209.7416517508
2024-06-11 09:11:45.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840209.7416517508
2024-06-11 09:11:50.069999933,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840209.7416517508
2024-06-11 09:11:55.072999954,tgi_request_duration_sum,http,10.129.5.96:3000,tgis-bam,fmaas-monitoring,llama3-new,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,840297.8453008957
