timestamp,__name__,endpoint,instance,job,namespace,pod,prometheus,reason,service,user,value
2024-07-03 05:45:01.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:06.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:11.743999958,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:16.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:21.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:26.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:31.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:36.736000061,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:41.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:46.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:51.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:45:56.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:46:01.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:46:06.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:46:11.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
2024-07-03 05:46:16.730000019,router_request_failure,http,10.131.1.111:3000,tgis-bam,fmaas-monitoring,llm-router-multi-instance-v3,openshift-user-workload-monitoring/user-workload,Queue Full,tgis-bam,Alan,194.0
