timestamp,__name__,endpoint,instance,job,kind,namespace,pod,prometheus,service,value
2024-05-15 17:22:01.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,20996.0
2024-05-15 17:22:06.105000019,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21006.0
2024-05-15 17:22:11.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21015.0
2024-05-15 17:22:16.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21057.0
2024-05-15 17:22:21.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21085.0
2024-05-15 17:22:26.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21096.0
2024-05-15 17:22:31.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21096.0
2024-05-15 17:22:36.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21096.0
2024-05-15 17:22:41.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21096.0
2024-05-15 17:22:46.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21096.0
2024-05-15 17:22:51.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21096.0
2024-05-15 17:22:56.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21096.0
2024-05-15 17:23:01.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21103.0
2024-05-15 17:23:06.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21120.0
2024-05-15 17:23:11.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21173.0
2024-05-15 17:23:16.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21188.0
2024-05-15 17:23:21.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:23:26.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:23:31.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:23:36.059000015,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:23:41.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:23:46.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:23:51.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:23:56.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21197.0
2024-05-15 17:24:01.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21209.0
2024-05-15 17:24:06.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21241.0
2024-05-15 17:24:11.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21271.0
2024-05-15 17:24:16.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21292.0
2024-05-15 17:24:21.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21306.0
2024-05-15 17:24:26.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21311.0
2024-05-15 17:24:31.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21311.0
2024-05-15 17:24:36.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21311.0
2024-05-15 17:24:41.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21311.0
2024-05-15 17:24:46.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21311.0
2024-05-15 17:24:51.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21311.0
2024-05-15 17:24:56.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21311.0
2024-05-15 17:25:01.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21324.0
2024-05-15 17:25:06.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21397.0
2024-05-15 17:25:11.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21421.0
2024-05-15 17:25:16.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21453.0
2024-05-15 17:25:21.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21453.0
2024-05-15 17:25:26.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21453.0
2024-05-15 17:25:31.052999973,tgi_request_count,http,10.128.4.93:3000,tgis-bam,single,fmaas-monitoring,llama3,openshift-user-workload-monitoring/user-workload,tgis-bam,21453.0
