timestamp,__name__,endpoint,instance,job,kind,namespace,pod,prometheus,service,value
2024-05-25 19:25:31.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47042.0
2024-05-25 19:25:36.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47173.0
2024-05-25 19:25:41.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:25:46.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:25:51.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:25:56.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:01.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:06.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:11.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:16.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:21.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:26.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:31.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47211.0
2024-05-25 19:26:36.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47239.0
2024-05-25 19:26:41.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47352.0
2024-05-25 19:26:46.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:26:51.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:26:56.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:01.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:06.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:11.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:16.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:21.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:26.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:31.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47376.0
2024-05-25 19:27:36.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47420.0
2024-05-25 19:27:41.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47570.0
2024-05-25 19:27:46.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:27:51.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:27:56.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:01.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:06.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:11.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:16.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:21.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:26.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:31.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47573.0
2024-05-25 19:28:36.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47723.0
2024-05-25 19:28:41.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:28:46.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:28:51.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:28:56.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:01.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:06.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:11.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:16.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:21.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:26.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:31.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47768.0
2024-05-25 19:29:36.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47816.0
2024-05-25 19:29:41.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47869.0
2024-05-25 19:29:46.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:29:51.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:29:56.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:01.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:06.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:11.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:16.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:21.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:26.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:31.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,47929.0
2024-05-25 19:30:36.490999937,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48104.0
2024-05-25 19:30:41.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
2024-05-25 19:30:46.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
2024-05-25 19:30:51.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
2024-05-25 19:30:56.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
2024-05-25 19:31:01.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
2024-05-25 19:31:06.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
2024-05-25 19:31:11.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
2024-05-25 19:31:16.480999947,tgi_request_count,http,10.128.5.143:3000,tgis-bam,single,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,48121.0
